time,lasttime,lat,lng,speed,course,altitude,comment,Unit,hour,c,unit2
2018-08-26 06:07:00,2018-08-26 05:56:00,39.03,-77.4335,0.0,261.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,9.0,tab:cyan,SAG-09
2018-08-26 06:07:00,2018-08-26 06:07:00,38.95232,-77.37980999999998,73.0,88.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:08:00,2018-08-26 05:56:00,39.03,-77.4335,0.0,261.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,9.0,tab:cyan,SAG-09
2018-08-26 06:08:00,2018-08-26 06:08:00,38.95228,-77.37491999999997,17.0,104.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:09:00,2018-08-26 06:09:00,38.96035,-77.36869,61.0,30.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:09:00,2018-08-26 05:56:00,39.03,-77.4335,0.0,261.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,9.0,tab:cyan,SAG-09
2018-08-26 06:10:00,2018-08-26 06:10:00,38.96045,-77.36403,2.0,96.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:10:00,2018-08-26 05:56:00,39.03,-77.4335,0.0,261.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,9.0,tab:cyan,SAG-09
2018-08-26 06:11:00,2018-08-26 06:11:00,38.96046,-77.35703000000002,20.0,97.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:11:00,2018-08-26 05:56:00,39.03,-77.4335,0.0,261.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,9.0,tab:cyan,SAG-09
2018-08-26 06:12:00,2018-08-26 06:12:00,38.95896,-77.35859,12.0,179.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:12:00,2018-08-26 06:12:00,38.95795,-77.35686,0.0,333.0,127.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:12:00,2018-08-26 05:56:00,39.03,-77.4335,0.0,261.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,9.0,tab:cyan,SAG-09
2018-08-26 06:13:00,2018-08-26 05:56:00,39.03,-77.4335,0.0,261.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,9.0,tab:cyan,SAG-09
2018-08-26 06:13:00,2018-08-26 06:13:00,38.9587,-77.36039,6.0,181.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:13:00,2018-08-26 06:12:00,38.95795,-77.35686,0.0,333.0,127.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:14:00,2018-08-26 06:14:00,38.958059999999996,-77.35645,2.0,186.0,59.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
