"PT_NUMBER","PLANT","SRC_UNIT","NUCLIDE","ACTIVITY","ACT_UNITS","Max0Avg1Sum2","NUCTYPEIMPTYPE","SOURCE","STARTDATE","ENDDATE","DURATION_MIN","FLOW_RATE","FLOW_UNITS","REL_VOL","REL_UNITS","RELEASE_SOURCE","DISCHARGE_POINT","REL_MODE_OR_DIL","IS_MDA","BATCHORCONT","ALLOCATION_PERCENT"
2016337,"Byron","Unit 2","H-3","1.07E-08","uCi/cc","NA","","",8/8/2016 0:38:00,8/15/2016 0:33:00,10075.00,"1.62E+05","cfm","1.63E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016338,"Byron","Unit 1","C-14","2.77E-09","uCi/cc","NA","","",8/15/2016 0:30:00,8/22/2016 0:51:00,10101.00,"1.08E+05","cfm","1.09E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016338,"Byron","Unit 1","H-3","3.34E-09","uCi/cc","NA","","",8/15/2016 0:30:00,8/22/2016 0:51:00,10101.00,"1.08E+05","cfm","1.09E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016339,"Byron","Unit 2","C-14","1.83E-09","uCi/cc","NA","","",8/15/2016 0:33:00,8/22/2016 0:58:00,10105.00,"1.63E+05","cfm","1.65E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016339,"Byron","Unit 2","H-3","5.45E-09","uCi/cc","NA","","",8/15/2016 0:33:00,8/22/2016 0:58:00,10105.00,"1.63E+05","cfm","1.65E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016340,"Byron","Unit 2","AR-41","7.17E-07","uCi/cc","NA","","",8/28/2016 17:02:00,8/28/2016 17:54:00,52.00,"1.72E+03","cfm","8.94E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016340,"Byron","Unit 2","H-3","4.41E-07","uCi/cc","NA","","",8/28/2016 17:02:00,8/28/2016 17:54:00,52.00,"1.72E+03","cfm","8.94E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016341,"Byron","Unit 1","H-3","6.36E-07","uCi/cc","NA","","",8/27/2016 14:13:00,8/27/2016 15:25:00,72.00,"1.51E+03","cfm","1.09E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016342,"Byron","Unit 1","XE-133","2.31E-05","uCi/cc","NA","","",8/27/2016 20:55:00,8/28/2016 14:06:00,1031.00,"5.82E-01","cfm","6.00E+02","cf","Waste Gas Decay Tank (A-F)","Waste Gas Decay Tank (A-F)","ground","","B",100
2016343,"Byron","Unit 1","H-3","5.99E-07","uCi/cc","NA","","",9/7/2016 4:39:00,9/7/2016 5:43:00,64.00,"1.45E+03","cfm","9.30E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016343,"Byron","Unit 1","XE-133","4.45E-07","uCi/cc","NA","","",9/7/2016 4:39:00,9/7/2016 5:43:00,64.00,"1.45E+03","cfm","9.30E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016344,"Byron","Unit 1","H-3","5.99E-07","uCi/cc","NA","","",8/31/2016 3:04:00,8/31/2016 4:18:00,74.00,"1.42E+03","cfm","1.05E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016344,"Byron","Unit 1","XE-133","4.45E-07","uCi/cc","NA","","",8/31/2016 3:04:00,8/31/2016 4:18:00,74.00,"1.42E+03","cfm","1.05E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016345,"Byron","Unit 2","H-3","2.60E-07","uCi/cc","NA","","",8/31/2016 16:24:00,8/31/2016 17:21:00,57.00,"1.69E+03","cfm","9.66E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016346,"Byron","Unit 1","C-14","2.61E-09","uCi/cc","NA","","",8/22/2016 0:52:00,8/29/2016 1:43:00,10131.00,"1.06E+05","cfm","1.07E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016346,"Byron","Unit 1","H-3","1.49E-08","uCi/cc","NA","","",8/22/2016 0:52:00,8/29/2016 1:43:00,10131.00,"1.06E+05","cfm","1.07E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016347,"Byron","Unit 2","C-14","1.81E-09","uCi/cc","NA","","",8/22/2016 0:59:00,8/29/2016 1:55:00,10136.00,"1.64E+05","cfm","1.66E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016347,"Byron","Unit 2","H-3","1.91E-08","uCi/cc","NA","","",8/22/2016 0:59:00,8/29/2016 1:55:00,10136.00,"1.64E+05","cfm","1.66E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016348,"Byron","Unit 1","H-3","0.00E+00","uCi/cc","NA","","",8/31/2016 20:52:00,9/1/2016 5:34:00,522.00,"1.15E+00","cfm","6.00E+02","cf","Waste Gas Decay Tank (A-F)","Waste Gas Decay Tank (A-F)","ground","","B",100
2016348,"Byron","Unit 1","XE-133","6.60E-06","uCi/cc","NA","","",8/31/2016 20:52:00,9/1/2016 5:34:00,522.00,"1.15E+00","cfm","6.00E+02","cf","Waste Gas Decay Tank (A-F)","Waste Gas Decay Tank (A-F)","ground","","B",100
2016349,"Byron","Unit 1","H-3","6.37E-07","uCi/cc","NA","","",9/2/2016 2:38:00,9/2/2016 3:49:00,71.00,"1.41E+03","cfm","1.00E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016349,"Byron","Unit 1","XE-133","2.61E-07","uCi/cc","NA","","",9/2/2016 2:38:00,9/2/2016 3:49:00,71.00,"1.41E+03","cfm","1.00E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016350,"Byron","Unit 1","H-3","6.37E-07","uCi/cc","NA","","",9/3/2016 19:52:00,9/3/2016 21:13:00,81.00,"1.43E+03","cfm","1.16E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016350,"Byron","Unit 1","XE-133","2.61E-07","uCi/cc","NA","","",9/3/2016 19:52:00,9/3/2016 21:13:00,81.00,"1.43E+03","cfm","1.16E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016351,"Byron","Unit 2","H-3","4.73E-07","uCi/cc","NA","","",9/7/2016 4:38:00,9/7/2016 5:42:00,64.00,"1.56E+03","cfm","1.00E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016352,"Byron","Unit 2","H-3","4.73E-07","uCi/cc","NA","","",9/4/2016 13:46:00,9/4/2016 14:47:00,61.00,"1.71E+03","cfm","1.04E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016353,"Byron","Unit 1","H-3","5.96E-07","uCi/cc","NA","","",9/5/2016 14:01:00,9/5/2016 15:27:00,86.00,"1.31E+03","cfm","1.12E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016354,"Byron","Unit 1","H-3","7.70E-07","uCi/cc","NA","","",9/8/2016 14:54:00,9/8/2016 16:02:00,68.00,"1.45E+03","cfm","9.83E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016354,"Byron","Unit 1","XE-133","5.75E-07","uCi/cc","NA","","",9/8/2016 14:54:00,9/8/2016 16:02:00,68.00,"1.45E+03","cfm","9.83E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016355,"Byron","Unit 1","XE-133","8.37E+03","uCi/cc","NA","","",8/18/2016 20:26:00,8/18/2016 20:35:00,9.00,"3.92E-06","cfm","3.53E-05","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016356,"Byron","Unit 2","XE-133","8.37E+03","uCi/cc","NA","","",8/18/2016 20:26:00,8/18/2016 20:35:00,9.00,"3.92E-06","cfm","3.53E-05","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016357,"Byron","Unit 1","H-3","7.43E-07","uCi/cc","NA","","",9/12/2016 12:44:00,9/12/2016 14:02:00,78.00,"1.39E+03","cfm","1.09E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016358,"Byron","Unit 1","H-3","7.43E-07","uCi/cc","NA","","",9/14/2016 11:53:00,9/14/2016 12:55:00,62.00,"1.44E+03","cfm","8.93E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016359,"Byron","Unit 2","H-3","5.02E-07","uCi/cc","NA","","",9/15/2016 4:43:00,9/15/2016 5:42:00,59.00,"1.67E+03","cfm","9.83E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016360,"Byron","Unit 2","H-3","5.02E-07","uCi/cc","NA","","",9/16/2016 16:19:00,9/16/2016 17:09:00,50.00,"1.71E+03","cfm","8.57E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016361,"Byron","Unit 1","C-14","1.58E-09","uCi/cc","NA","","",8/29/2016 1:47:00,9/5/2016 1:20:00,10053.00,"1.83E+05","cfm","1.84E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016361,"Byron","Unit 1","H-3","5.10E-09","uCi/cc","NA","","",8/29/2016 1:47:00,9/5/2016 1:20:00,10053.00,"1.83E+05","cfm","1.84E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016362,"Byron","Unit 2","C-14","8.46E-09","uCi/cc","NA","","",8/29/2016 1:56:00,9/5/2016 1:29:00,10053.00,"3.54E+04","cfm","3.56E+08","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016362,"Byron","Unit 2","H-3","1.75E-08","uCi/cc","NA","","",8/29/2016 1:56:00,9/5/2016 1:29:00,10053.00,"3.54E+04","cfm","3.56E+08","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016363,"Byron","Unit 1","H-3","5.74E-07","uCi/cc","NA","","",9/10/2016 8:31:00,9/10/2016 9:47:00,76.00,"1.39E+03","cfm","1.05E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016363,"Byron","Unit 1","XE-133","3.43E-07","uCi/cc","NA","","",9/10/2016 8:31:00,9/10/2016 9:47:00,76.00,"1.39E+03","cfm","1.05E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016364,"Byron","Unit 1","H-3","5.33E-07","uCi/cc","NA","","",9/15/2016 21:28:00,9/15/2016 22:45:00,77.00,"1.41E+03","cfm","1.09E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016364,"Byron","Unit 1","XE-133","3.03E-07","uCi/cc","NA","","",9/15/2016 21:28:00,9/15/2016 22:45:00,77.00,"1.41E+03","cfm","1.09E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016365,"Byron","Unit 1","C-14","2.75E-09","uCi/cc","NA","","",9/5/2016 1:22:00,9/12/2016 1:00:00,10058.00,"1.09E+05","cfm","1.10E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016365,"Byron","Unit 1","H-3","8.73E-09","uCi/cc","NA","","",9/5/2016 1:22:00,9/12/2016 1:00:00,10058.00,"1.09E+05","cfm","1.10E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016366,"Byron","Unit 2","C-14","1.85E-09","uCi/cc","NA","","",9/5/2016 1:30:00,9/12/2016 1:15:00,10065.00,"1.61E+05","cfm","1.62E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016366,"Byron","Unit 2","H-3","1.61E-08","uCi/cc","NA","","",9/5/2016 1:30:00,9/12/2016 1:15:00,10065.00,"1.61E+05","cfm","1.62E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016367,"Byron","Unit 1","H-3","5.70E-07","uCi/cc","NA","","",9/17/2016 10:55:00,9/17/2016 12:15:00,80.00,"1.38E+03","cfm","1.11E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016367,"Byron","Unit 1","XE-133","7.79E-07","uCi/cc","NA","","",9/17/2016 10:55:00,9/17/2016 12:15:00,80.00,"1.38E+03","cfm","1.11E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016368,"Byron","Unit 1","H-3","5.70E-07","uCi/cc","NA","","",9/19/2016 4:51:00,9/19/2016 5:56:00,65.00,"1.40E+03","cfm","9.12E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016368,"Byron","Unit 1","XE-133","7.79E-07","uCi/cc","NA","","",9/19/2016 4:51:00,9/19/2016 5:56:00,65.00,"1.40E+03","cfm","9.12E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016369,"Byron","Unit 1","H-3","5.70E-07","uCi/cc","NA","","",9/21/2016 3:58:00,9/21/2016 5:10:00,72.00,"1.51E+03","cfm","1.09E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016369,"Byron","Unit 1","XE-133","7.79E-07","uCi/cc","NA","","",9/21/2016 3:58:00,9/21/2016 5:10:00,72.00,"1.51E+03","cfm","1.09E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016370,"Byron","Unit 2","H-3","5.04E-07","uCi/cc","NA","","",9/22/2016 15:08:00,9/22/2016 16:13:00,65.00,"1.94E+03","cfm","1.26E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016371,"Byron","Unit 2","H-3","5.04E-07","uCi/cc","NA","","",9/19/2016 1:12:00,9/19/2016 1:53:00,41.00,"1.46E+03","cfm","6.00E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016372,"Byron","Unit 1","H-3","4.43E-07","uCi/cc","NA","","",9/22/2016 23:10:00,9/23/2016 0:25:00,75.00,"1.54E+03","cfm","1.16E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016372,"Byron","Unit 1","XE-133","6.90E-07","uCi/cc","NA","","",9/22/2016 23:10:00,9/23/2016 0:25:00,75.00,"1.54E+03","cfm","1.16E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016373,"Byron","Unit 2","H-3","4.29E-07","uCi/cc","NA","","",9/25/2016 17:20:00,9/25/2016 18:13:00,53.00,"1.75E+03","cfm","9.29E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016374,"Byron","Unit 1","H-3","4.43E-07","uCi/cc","NA","","",9/26/2016 14:36:00,9/26/2016 15:52:00,76.00,"1.48E+03","cfm","1.12E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016374,"Byron","Unit 1","XE-133","6.90E-07","uCi/cc","NA","","",9/26/2016 14:36:00,9/26/2016 15:52:00,76.00,"1.48E+03","cfm","1.12E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016375,"Byron","Unit 2","H-3","4.29E-07","uCi/cc","NA","","",10/3/2016 4:30:00,10/3/2016 5:23:00,53.00,"1.72E+03","cfm","9.12E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016376,"Byron","Unit 1","H-3","6.10E-07","uCi/cc","NA","","",9/24/2016 20:55:00,9/24/2016 22:14:00,79.00,"1.42E+03","cfm","1.12E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016376,"Byron","Unit 1","XE-133","5.24E-07","uCi/cc","NA","","",9/24/2016 20:55:00,9/24/2016 22:14:00,79.00,"1.42E+03","cfm","1.12E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016377,"Byron","Unit 2","H-3","6.46E-07","uCi/cc","NA","","",9/30/2016 4:57:00,9/30/2016 6:01:00,64.00,"1.70E+03","cfm","1.09E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016378,"Byron","Unit 1","C-14","2.82E-09","uCi/cc","NA","","",9/12/2016 1:00:00,9/19/2016 1:22:00,10102.00,"1.06E+05","cfm","1.07E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016378,"Byron","Unit 1","H-3","1.46E-08","uCi/cc","NA","","",9/12/2016 1:00:00,9/19/2016 1:22:00,10102.00,"1.06E+05","cfm","1.07E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016379,"Byron","Unit 2","C-14","1.84E-09","uCi/cc","NA","","",9/12/2016 1:15:00,9/19/2016 1:25:00,10090.00,"1.62E+05","cfm","1.64E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016379,"Byron","Unit 2","H-3","1.46E-08","uCi/cc","NA","","",9/12/2016 1:15:00,9/19/2016 1:25:00,10090.00,"1.62E+05","cfm","1.64E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016380,"Byron","Unit 1","H-3","4.36E-07","uCi/cc","NA","","",9/28/2016 3:33:00,9/28/2016 4:39:00,66.00,"1.54E+03","cfm","1.02E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016380,"Byron","Unit 1","XE-133","5.72E-07","uCi/cc","NA","","",9/28/2016 3:33:00,9/28/2016 4:39:00,66.00,"1.54E+03","cfm","1.02E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016381,"Byron","Unit 1","H-3","3.73E-07","uCi/cc","NA","","",10/3/2016 4:30:00,10/3/2016 5:35:00,65.00,"1.40E+03","cfm","9.12E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016381,"Byron","Unit 1","XE-133","3.24E-07","uCi/cc","NA","","",10/3/2016 4:30:00,10/3/2016 5:35:00,65.00,"1.40E+03","cfm","9.12E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016382,"Byron","Unit 1","C-14","2.83E-09","uCi/cc","NA","","",9/19/2016 1:22:00,9/24/2016 0:46:00,7164.00,"1.05E+05","cfm","7.53E+08","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016382,"Byron","Unit 1","H-3","9.44E-10","uCi/cc","NA","","",9/19/2016 1:22:00,9/24/2016 0:46:00,7164.00,"1.05E+05","cfm","7.53E+08","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016383,"Byron","Unit 2","C-14","1.96E-09","uCi/cc","NA","","",9/19/2016 1:25:00,9/24/2016 0:49:00,7164.00,"1.53E+05","cfm","1.10E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016383,"Byron","Unit 2","H-3","5.84E-09","uCi/cc","NA","","",9/19/2016 1:25:00,9/24/2016 0:49:00,7164.00,"1.53E+05","cfm","1.10E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016384,"Byron","Unit 1","C-14","2.62E-09","uCi/cc","NA","","",9/24/2016 0:46:00,9/26/2016 0:48:00,2882.00,"1.05E+05","cfm","3.03E+08","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016384,"Byron","Unit 1","H-3","9.44E-10","uCi/cc","NA","","",9/24/2016 0:46:00,9/26/2016 0:48:00,2882.00,"1.05E+05","cfm","3.03E+08","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016385,"Byron","Unit 2","C-14","1.90E-09","uCi/cc","NA","","",9/24/2016 0:49:00,9/26/2016 0:50:00,2881.00,"1.57E+05","cfm","4.52E+08","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016385,"Byron","Unit 2","H-3","5.84E-09","uCi/cc","NA","","",9/24/2016 0:49:00,9/26/2016 0:50:00,2881.00,"1.57E+05","cfm","4.52E+08","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016386,"Byron","Unit 1","H-3","3.34E-07","uCi/cc","NA","","",9/30/2016 5:00:00,9/30/2016 6:14:00,74.00,"1.35E+03","cfm","1.00E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016387,"Byron","Unit 1","H-3","0.00E+00","uCi/cc","NA","","",9/30/2016 3:09:00,9/30/2016 9:03:00,354.00,"1.36E+00","cfm","4.80E+02","cf","Waste Gas Decay Tank (A-F)","Waste Gas Decay Tank (A-F)","ground","","B",100
2016387,"Byron","Unit 1","XE-133","9.32E-06","uCi/cc","NA","","",9/30/2016 3:09:00,9/30/2016 9:03:00,354.00,"1.36E+00","cfm","4.80E+02","cf","Waste Gas Decay Tank (A-F)","Waste Gas Decay Tank (A-F)","ground","","B",100
2016387,"Byron","Unit 1","XE-135","6.05E-07","uCi/cc","NA","","",9/30/2016 3:09:00,9/30/2016 9:03:00,354.00,"1.36E+00","cfm","4.80E+02","cf","Waste Gas Decay Tank (A-F)","Waste Gas Decay Tank (A-F)","ground","","B",100
2016388,"Byron","Unit 1","H-3","4.53E-07","uCi/cc","NA","","",10/1/2016 17:20:00,10/1/2016 18:26:00,66.00,"1.51E+03","cfm","9.97E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016388,"Byron","Unit 1","XE-133","5.26E-07","uCi/cc","NA","","",10/1/2016 17:20:00,10/1/2016 18:26:00,66.00,"1.51E+03","cfm","9.97E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016390,"Byron","Unit 1","H-3","6.84E-07","uCi/cc","NA","","",10/6/2016 3:00:00,10/6/2016 4:04:00,64.00,"1.31E+03","cfm","8.41E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016390,"Byron","Unit 1","XE-133","4.62E-07","uCi/cc","NA","","",10/6/2016 3:00:00,10/6/2016 4:04:00,64.00,"1.31E+03","cfm","8.41E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016391,"Byron","Unit 1","H-3","6.84E-07","uCi/cc","NA","","",10/4/2016 14:11:00,10/4/2016 15:27:00,76.00,"1.32E+03","cfm","1.00E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016391,"Byron","Unit 1","XE-133","4.62E-07","uCi/cc","NA","","",10/4/2016 14:11:00,10/4/2016 15:27:00,76.00,"1.32E+03","cfm","1.00E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016392,"Byron","Unit 2","H-3","3.54E-07","uCi/cc","NA","","",10/5/2016 8:35:00,10/5/2016 9:32:00,57.00,"1.66E+03","cfm","9.49E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016394,"Byron","Unit 1","C-14","2.64E-09","uCi/cc","NA","","",9/26/2016 0:48:00,10/3/2016 0:35:00,10067.00,"1.05E+05","cfm","1.06E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016394,"Byron","Unit 1","H-3","1.50E-09","uCi/cc","NA","","",9/26/2016 0:48:00,10/3/2016 0:35:00,10067.00,"1.05E+05","cfm","1.06E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016395,"Byron","Unit 2","C-14","1.96E-09","uCi/cc","NA","","",9/26/2016 0:50:00,10/3/2016 0:40:00,10070.00,"1.53E+05","cfm","1.54E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016395,"Byron","Unit 2","H-3","2.94E-08","uCi/cc","NA","","",9/26/2016 0:50:00,10/3/2016 0:40:00,10070.00,"1.53E+05","cfm","1.54E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016396,"Byron","Unit 1","XE-133","2.75E+04","uCi/cc","NA","","",9/29/2016 11:22:00,9/29/2016 11:30:00,8.00,"4.42E-06","cfm","3.53E-05","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016397,"Byron","Unit 2","XE-133","2.75E+04","uCi/cc","NA","","",9/29/2016 11:22:00,9/29/2016 11:30:00,8.00,"4.42E-06","cfm","3.53E-05","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016398,"Byron","Unit 1","H-3","5.42E-07","uCi/cc","NA","","",10/7/2016 21:07:00,10/7/2016 22:14:00,67.00,"1.39E+03","cfm","9.30E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016398,"Byron","Unit 1","XE-133","4.69E-07","uCi/cc","NA","","",10/7/2016 21:07:00,10/7/2016 22:14:00,67.00,"1.39E+03","cfm","9.30E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016400,"Byron","Unit 1","H-3","7.53E-07","uCi/cc","NA","","",10/9/2016 17:07:00,10/9/2016 18:18:00,71.00,"1.48E+03","cfm","1.05E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016400,"Byron","Unit 1","XE-133","6.60E-07","uCi/cc","NA","","",10/9/2016 17:07:00,10/9/2016 18:18:00,71.00,"1.48E+03","cfm","1.05E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016401,"Byron","Unit 1","H-3","7.53E-07","uCi/cc","NA","","",10/11/2016 1:26:00,10/11/2016 2:37:00,71.00,"1.41E+03","cfm","1.00E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016401,"Byron","Unit 1","XE-133","6.60E-07","uCi/cc","NA","","",10/11/2016 1:26:00,10/11/2016 2:37:00,71.00,"1.41E+03","cfm","1.00E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016402,"Byron","Unit 2","H-3","4.46E-07","uCi/cc","NA","","",10/9/2016 20:32:00,10/9/2016 21:20:00,48.00,"1.86E+03","cfm","8.92E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016403,"Byron","Unit 1","H-3","5.68E-07","uCi/cc","NA","","",10/12/2016 4:00:00,10/12/2016 5:02:00,62.00,"1.38E+03","cfm","8.57E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016404,"Byron","Unit 2","H-3","6.25E-07","uCi/cc","NA","","",10/11/2016 21:32:00,10/11/2016 22:29:00,57.00,"1.72E+03","cfm","9.81E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016405,"Byron","Unit 1","H-3","6.38E-07","uCi/cc","NA","","",10/14/2016 8:37:00,10/14/2016 9:56:00,79.00,"1.40E+03","cfm","1.10E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016405,"Byron","Unit 1","XE-133","4.52E-07","uCi/cc","NA","","",10/14/2016 8:37:00,10/14/2016 9:56:00,79.00,"1.40E+03","cfm","1.10E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016406,"Byron","Unit 1","H-3","6.38E-07","uCi/cc","NA","","",10/19/2016 1:35:00,10/19/2016 2:44:00,69.00,"1.50E+03","cfm","1.04E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016406,"Byron","Unit 1","XE-133","4.52E-07","uCi/cc","NA","","",10/19/2016 1:35:00,10/19/2016 2:44:00,69.00,"1.50E+03","cfm","1.04E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016407,"Byron","Unit 2","H-3","7.45E-07","uCi/cc","NA","","",10/17/2016 1:29:00,10/17/2016 2:36:00,67.00,"1.55E+03","cfm","1.04E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016408,"Byron","Unit 2","H-3","7.45E-07","uCi/cc","NA","","",10/14/2016 22:48:00,10/14/2016 23:44:00,56.00,"1.70E+03","cfm","9.53E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
