"PT_NUMBER","PLANT","SRC_UNIT","NUCLIDE","ACTIVITY","ACT_UNITS","Max0Avg1Sum2","NUCTYPEIMPTYPE","SOURCE","STARTDATE","ENDDATE","DURATION_MIN","FLOW_RATE","FLOW_UNITS","REL_VOL","REL_UNITS","RELEASE_SOURCE","DISCHARGE_POINT","REL_MODE_OR_DIL","IS_MDA","BATCHORCONT","ALLOCATION_PERCENT"
2016001,"Byron","Unit 1","H-3","4.06E-07","uCi/cc","NA","","",1/5/2016 3:58:00,1/5/2016 4:51:00,53.00,"1.38E+03","cfm","7.32E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016001,"Byron","Unit 1","CO-58","1.21E-06","uCi/ml","NA","","",1/8/2016 14:01:00,1/8/2016 16:11:00,130.00,"1.69E+02","gpm","2.19E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016001,"Byron","Unit 1","CO-60","2.21E-07","uCi/ml","NA","","",1/8/2016 14:01:00,1/8/2016 16:11:00,130.00,"1.69E+02","gpm","2.19E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016001,"Byron","Unit 1","H-3","2.47E-01","uCi/ml","NA","","",1/8/2016 14:01:00,1/8/2016 16:11:00,130.00,"1.69E+02","gpm","2.19E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016001,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",1/8/2016 14:01:00,1/8/2016 16:11:00,130.00,"1.69E+02","gpm","2.19E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016002,"Byron","Unit 1","H-3","4.06E-07","uCi/cc","NA","","",1/6/2016 16:56:00,1/6/2016 18:06:00,70.00,"1.53E+03","cfm","1.07E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016002,"Byron","Unit 1","CO-58","8.55E-07","uCi/ml","NA","","",1/20/2016 16:40:00,1/20/2016 20:06:00,206.00,"1.10E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016002,"Byron","Unit 1","CO-60","3.57E-07","uCi/ml","NA","","",1/20/2016 16:40:00,1/20/2016 20:06:00,206.00,"1.10E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016002,"Byron","Unit 1","H-3","3.42E-01","uCi/ml","NA","","",1/20/2016 16:40:00,1/20/2016 20:06:00,206.00,"1.10E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016002,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",1/20/2016 16:40:00,1/20/2016 20:06:00,206.00,"1.10E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016003,"Byron","Unit 1","H-3","3.41E-07","uCi/cc","NA","","",1/1/2016 1:42:00,1/1/2016 2:43:00,61.00,"1.57E+03","cfm","9.61E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016003,"Byron","Unit 1","CO-58","1.28E-06","uCi/ml","NA","","",1/26/2016 10:47:00,1/26/2016 13:36:00,169.00,"1.26E+02","gpm","2.14E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016003,"Byron","Unit 1","CO-60","3.36E-07","uCi/ml","NA","","",1/26/2016 10:47:00,1/26/2016 13:36:00,169.00,"1.26E+02","gpm","2.14E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016003,"Byron","Unit 1","H-3","3.11E-01","uCi/ml","NA","","",1/26/2016 10:47:00,1/26/2016 13:36:00,169.00,"1.26E+02","gpm","2.14E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016003,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",1/26/2016 10:47:00,1/26/2016 13:36:00,169.00,"1.26E+02","gpm","2.14E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016004,"Byron","Unit 1","H-3","3.26E-07","uCi/cc","NA","","",1/2/2016 15:07:00,1/2/2016 16:07:00,60.00,"1.60E+03","cfm","9.62E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016004,"Byron","Unit 1","CO-58","1.42E-06","uCi/ml","NA","","",2/2/2016 14:22:00,2/2/2016 18:10:00,228.00,"1.04E+02","gpm","2.37E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016004,"Byron","Unit 1","CO-60","4.58E-07","uCi/ml","NA","","",2/2/2016 14:22:00,2/2/2016 18:10:00,228.00,"1.04E+02","gpm","2.37E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016004,"Byron","Unit 1","H-3","4.23E-01","uCi/ml","NA","","",2/2/2016 14:22:00,2/2/2016 18:10:00,228.00,"1.04E+02","gpm","2.37E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016004,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",2/2/2016 14:22:00,2/2/2016 18:10:00,228.00,"1.04E+02","gpm","2.37E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016005,"Byron","Unit 2","AR-41","8.12E-07","uCi/cc","NA","","",1/1/2016 22:16:00,1/1/2016 23:06:00,50.00,"1.57E+03","cfm","7.83E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016005,"Byron","Unit 2","H-3","5.35E-07","uCi/cc","NA","","",1/1/2016 22:16:00,1/1/2016 23:06:00,50.00,"1.57E+03","cfm","7.83E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016005,"Byron","Unit 1","CO-58","6.42E-07","uCi/ml","NA","","",2/3/2016 10:25:00,2/3/2016 13:54:00,209.00,"1.12E+02","gpm","2.33E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016005,"Byron","Unit 1","CO-60","3.10E-07","uCi/ml","NA","","",2/3/2016 10:25:00,2/3/2016 13:54:00,209.00,"1.12E+02","gpm","2.33E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016005,"Byron","Unit 1","H-3","4.01E-01","uCi/ml","NA","","",2/3/2016 10:25:00,2/3/2016 13:54:00,209.00,"1.12E+02","gpm","2.33E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016005,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",2/3/2016 10:25:00,2/3/2016 13:54:00,209.00,"1.12E+02","gpm","2.33E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016006,"Byron","Unit 1","C-14","2.69E-09","uCi/cc","NA","","",1/1/2016 0:00:00,1/4/2016 0:30:00,4350.00,"1.11E+05","cfm","4.83E+08","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016006,"Byron","Unit 1","H-3","1.28E-09","uCi/cc","NA","","",1/1/2016 0:00:00,1/4/2016 0:30:00,4350.00,"1.11E+05","cfm","4.83E+08","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016006,"Byron","Unit 1","CO-58","1.19E-06","uCi/ml","NA","","",2/5/2016 3:28:00,2/5/2016 7:05:00,217.00,"1.06E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016006,"Byron","Unit 1","CO-60","4.34E-07","uCi/ml","NA","","",2/5/2016 3:28:00,2/5/2016 7:05:00,217.00,"1.06E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016006,"Byron","Unit 1","H-3","4.23E-01","uCi/ml","NA","","",2/5/2016 3:28:00,2/5/2016 7:05:00,217.00,"1.06E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016006,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",2/5/2016 3:28:00,2/5/2016 7:05:00,217.00,"1.06E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016006,"Byron","Unit 1","XE-133","3.86E-07","uCi/ml","NA","","",2/5/2016 3:28:00,2/5/2016 7:05:00,217.00,"1.06E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016007,"Byron","Unit 2","C-14","1.81E-09","uCi/cc","NA","","",1/1/2016 0:00:00,1/4/2016 0:48:00,4368.00,"1.66E+05","cfm","7.26E+08","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016007,"Byron","Unit 2","H-3","6.72E-09","uCi/cc","NA","","",1/1/2016 0:00:00,1/4/2016 0:48:00,4368.00,"1.66E+05","cfm","7.26E+08","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016007,"Byron","Unit 1","CO-58","4.75E-07","uCi/ml","NA","","",2/9/2016 4:46:00,2/9/2016 9:02:00,256.00,"8.88E+01","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016007,"Byron","Unit 1","CO-60","2.67E-07","uCi/ml","NA","","",2/9/2016 4:46:00,2/9/2016 9:02:00,256.00,"8.88E+01","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016007,"Byron","Unit 1","H-3","5.17E-01","uCi/ml","NA","","",2/9/2016 4:46:00,2/9/2016 9:02:00,256.00,"8.88E+01","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016007,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",2/9/2016 4:46:00,2/9/2016 9:02:00,256.00,"8.88E+01","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016008,"Byron","Unit 2","H-3","5.50E-07","uCi/cc","NA","","",1/5/2016 3:44:00,1/5/2016 4:44:00,60.00,"1.22E+03","cfm","7.33E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016008,"Byron","Unit 2","XE-133","3.45E-07","uCi/cc","NA","","",1/5/2016 3:44:00,1/5/2016 4:44:00,60.00,"1.22E+03","cfm","7.33E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016008,"Byron","Unit 1","H-3","1.12E-05","uCi/ml","NA","","",1/1/2016 0:00:00,2/1/2016 0:00:00,44640.00,"1.42E+04","gpm","6.34E+08","gal","Circulating Water Blowdown","Circulating Water Blowdown","Liquid","","C",100
2016009,"Byron","Unit 2","H-3","5.50E-07","uCi/cc","NA","","",1/6/2016 16:55:00,1/6/2016 18:06:00,71.00,"1.18E+03","cfm","8.41E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016009,"Byron","Unit 2","XE-133","3.45E-07","uCi/cc","NA","","",1/6/2016 16:55:00,1/6/2016 18:06:00,71.00,"1.18E+03","cfm","8.41E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016009,"Byron","Unit 1","CO-58","5.13E-07","uCi/ml","NA","","",2/16/2016 16:16:00,2/16/2016 19:54:00,218.00,"1.06E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016009,"Byron","Unit 1","CO-60","2.28E-07","uCi/ml","NA","","",2/16/2016 16:16:00,2/16/2016 19:54:00,218.00,"1.06E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016009,"Byron","Unit 1","H-3","3.78E-01","uCi/ml","NA","","",2/16/2016 16:16:00,2/16/2016 19:54:00,218.00,"1.06E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016009,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",2/16/2016 16:16:00,2/16/2016 19:54:00,218.00,"1.06E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016010,"Byron","Unit 1","H-3","4.15E-07","uCi/cc","NA","","",1/8/2016 2:17:00,1/8/2016 3:02:00,45.00,"1.62E+03","cfm","7.30E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016010,"Byron","Unit 1","CO-58","9.27E-07","uCi/ml","NA","","",2/24/2016 4:24:00,2/24/2016 6:24:00,120.00,"1.82E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016010,"Byron","Unit 1","CO-60","4.05E-07","uCi/ml","NA","","",2/24/2016 4:24:00,2/24/2016 6:24:00,120.00,"1.82E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016010,"Byron","Unit 1","H-3","2.23E-01","uCi/ml","NA","","",2/24/2016 4:24:00,2/24/2016 6:24:00,120.00,"1.82E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016010,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",2/24/2016 4:24:00,2/24/2016 6:24:00,120.00,"1.82E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016011,"Byron","Unit 1","H-3","4.15E-07","uCi/cc","NA","","",1/9/2016 15:07:00,1/9/2016 15:53:00,46.00,"1.70E+03","cfm","7.82E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016011,"Byron","Unit 1","CO-58","8.25E-07","uCi/ml","NA","","",2/27/2016 10:49:00,2/27/2016 13:33:00,164.00,"1.18E+02","gpm","1.94E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016011,"Byron","Unit 1","CO-60","3.42E-07","uCi/ml","NA","","",2/27/2016 10:49:00,2/27/2016 13:33:00,164.00,"1.18E+02","gpm","1.94E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016011,"Byron","Unit 1","H-3","4.03E-01","uCi/ml","NA","","",2/27/2016 10:49:00,2/27/2016 13:33:00,164.00,"1.18E+02","gpm","1.94E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016011,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",2/27/2016 10:49:00,2/27/2016 13:33:00,164.00,"1.18E+02","gpm","1.94E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016012,"Byron","Unit 2","H-3","5.85E-07","uCi/cc","NA","","",1/8/2016 17:15:00,1/8/2016 18:10:00,55.00,"1.65E+03","cfm","9.06E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016012,"Byron","Unit 1","H-3","7.56E-07","uCi/ml","NA","","",2/1/2016 0:00:00,3/1/2016 0:00:00,41760.00,"1.30E+04","gpm","5.44E+08","gal","Circulating Water Blowdown","Circulating Water Blowdown","Liquid","","C",100
2016013,"Byron","Unit 2","H-3","5.85E-07","uCi/cc","NA","","",1/11/2016 16:38:00,1/11/2016 17:38:00,60.00,"1.43E+03","cfm","8.56E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016013,"Byron","Unit 1","CO-58","1.06E-06","uCi/ml","NA","","",3/8/2016 2:26:00,3/8/2016 4:19:00,113.00,"1.98E+02","gpm","2.23E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016013,"Byron","Unit 1","CO-60","9.16E-07","uCi/ml","NA","","",3/8/2016 2:26:00,3/8/2016 4:19:00,113.00,"1.98E+02","gpm","2.23E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016013,"Byron","Unit 1","H-3","2.23E-01","uCi/ml","NA","","",3/8/2016 2:26:00,3/8/2016 4:19:00,113.00,"1.98E+02","gpm","2.23E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016013,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",3/8/2016 2:26:00,3/8/2016 4:19:00,113.00,"1.98E+02","gpm","2.23E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016014,"Byron","Unit 1","H-3","3.55E-07","uCi/cc","NA","","",1/11/2016 13:02:00,1/11/2016 14:13:00,71.00,"1.43E+03","cfm","1.02E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016014,"Byron","Unit 1","CO-58","9.72E-07","uCi/ml","NA","","",3/11/2016 2:20:00,3/11/2016 5:51:00,211.00,"1.11E+02","gpm","2.33E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016014,"Byron","Unit 1","CO-60","3.29E-07","uCi/ml","NA","","",3/11/2016 2:20:00,3/11/2016 5:51:00,211.00,"1.11E+02","gpm","2.33E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016014,"Byron","Unit 1","H-3","3.82E-01","uCi/ml","NA","","",3/11/2016 2:20:00,3/11/2016 5:51:00,211.00,"1.11E+02","gpm","2.33E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016014,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",3/11/2016 2:20:00,3/11/2016 5:51:00,211.00,"1.11E+02","gpm","2.33E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016015,"Byron","Unit 2","AR-41","5.38E-07","uCi/cc","NA","","",1/20/2016 2:48:00,1/20/2016 4:05:00,77.00,"1.41E+03","cfm","1.09E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016015,"Byron","Unit 2","H-3","5.16E-07","uCi/cc","NA","","",1/20/2016 2:48:00,1/20/2016 4:05:00,77.00,"1.41E+03","cfm","1.09E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016015,"Byron","Unit 1","CO-57","3.19E-08","uCi/ml","NA","","",3/16/2016 22:12:00,3/17/2016 1:40:00,208.00,"1.11E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016015,"Byron","Unit 1","CO-58","1.29E-06","uCi/ml","NA","","",3/16/2016 22:12:00,3/17/2016 1:40:00,208.00,"1.11E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016015,"Byron","Unit 1","CO-60","8.13E-07","uCi/ml","NA","","",3/16/2016 22:12:00,3/17/2016 1:40:00,208.00,"1.11E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016015,"Byron","Unit 1","H-3","2.91E-01","uCi/ml","NA","","",3/16/2016 22:12:00,3/17/2016 1:40:00,208.00,"1.11E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016015,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",3/16/2016 22:12:00,3/17/2016 1:40:00,208.00,"1.11E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016016,"Byron","Unit 1","H-3","3.81E-07","uCi/cc","NA","","",1/13/2016 20:34:00,1/13/2016 21:50:00,76.00,"1.59E+03","cfm","1.21E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016016,"Byron","Unit 1","CO-58","5.84E-07","uCi/ml","NA","","",3/22/2016 2:26:00,3/22/2016 5:36:00,190.00,"1.21E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016016,"Byron","Unit 1","CO-60","3.25E-07","uCi/ml","NA","","",3/22/2016 2:26:00,3/22/2016 5:36:00,190.00,"1.21E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016016,"Byron","Unit 1","H-3","3.05E-01","uCi/ml","NA","","",3/22/2016 2:26:00,3/22/2016 5:36:00,190.00,"1.21E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016016,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",3/22/2016 2:26:00,3/22/2016 5:36:00,190.00,"1.21E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016017,"Byron","Unit 1","C-14","2.62E-09","uCi/cc","NA","","",1/4/2016 0:30:00,1/11/2016 0:38:00,10088.00,"1.14E+05","cfm","1.15E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016017,"Byron","Unit 1","H-3","8.13E-10","uCi/cc","NA","","",1/4/2016 0:30:00,1/11/2016 0:38:00,10088.00,"1.14E+05","cfm","1.15E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016017,"Byron","Unit 1","CO-58","3.30E-07","uCi/ml","NA","","",3/22/2016 17:19:00,3/22/2016 20:44:00,205.00,"1.12E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016017,"Byron","Unit 1","CO-60","2.12E-07","uCi/ml","NA","","",3/22/2016 17:19:00,3/22/2016 20:44:00,205.00,"1.12E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016017,"Byron","Unit 1","H-3","3.88E-01","uCi/ml","NA","","",3/22/2016 17:19:00,3/22/2016 20:44:00,205.00,"1.12E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016017,"Byron","Unit 1","MN-54","3.19E-08","uCi/ml","NA","","",3/22/2016 17:19:00,3/22/2016 20:44:00,205.00,"1.12E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016017,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",3/22/2016 17:19:00,3/22/2016 20:44:00,205.00,"1.12E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016017,"Byron","Unit 1","XE-133","8.03E-07","uCi/ml","NA","","",3/22/2016 17:19:00,3/22/2016 20:44:00,205.00,"1.12E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016017,"Byron","Unit 1","XE-135","3.23E-08","uCi/ml","NA","","",3/22/2016 17:19:00,3/22/2016 20:44:00,205.00,"1.12E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016018,"Byron","Unit 2","C-14","1.83E-09","uCi/cc","NA","","",1/4/2016 0:48:00,1/11/2016 0:40:00,10072.00,"1.64E+05","cfm","1.65E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016018,"Byron","Unit 2","H-3","9.25E-09","uCi/cc","NA","","",1/4/2016 0:48:00,1/11/2016 0:40:00,10072.00,"1.64E+05","cfm","1.65E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016018,"Byron","Unit 1","CO-58","3.98E-07","uCi/ml","NA","","",3/24/2016 5:00:00,3/24/2016 8:12:00,192.00,"1.24E+02","gpm","2.39E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016018,"Byron","Unit 1","CO-60","2.53E-07","uCi/ml","NA","","",3/24/2016 5:00:00,3/24/2016 8:12:00,192.00,"1.24E+02","gpm","2.39E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016018,"Byron","Unit 1","H-3","3.77E-01","uCi/ml","NA","","",3/24/2016 5:00:00,3/24/2016 8:12:00,192.00,"1.24E+02","gpm","2.39E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016018,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",3/24/2016 5:00:00,3/24/2016 8:12:00,192.00,"1.24E+02","gpm","2.39E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016018,"Byron","Unit 1","XE-133","3.96E-07","uCi/ml","NA","","",3/24/2016 5:00:00,3/24/2016 8:12:00,192.00,"1.24E+02","gpm","2.39E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016019,"Byron","Unit 1","H-3","3.70E-07","uCi/cc","NA","","",1/15/2016 2:23:00,1/15/2016 3:10:00,47.00,"1.55E+03","cfm","7.30E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016019,"Byron","Unit 1","CO-58","3.37E-07","uCi/ml","NA","","",3/29/2016 14:15:00,3/29/2016 17:19:00,184.00,"1.25E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016019,"Byron","Unit 1","CO-60","2.34E-07","uCi/ml","NA","","",3/29/2016 14:15:00,3/29/2016 17:19:00,184.00,"1.25E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016019,"Byron","Unit 1","H-3","3.22E-01","uCi/ml","NA","","",3/29/2016 14:15:00,3/29/2016 17:19:00,184.00,"1.25E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016019,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",3/29/2016 14:15:00,3/29/2016 17:19:00,184.00,"1.25E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016019,"Byron","Unit 1","XE-133","3.37E-07","uCi/ml","NA","","",3/29/2016 14:15:00,3/29/2016 17:19:00,184.00,"1.25E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016020,"Byron","Unit 1","H-3","4.45E-07","uCi/cc","NA","","",1/18/2016 13:53:00,1/18/2016 15:03:00,70.00,"1.58E+03","cfm","1.10E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016020,"Byron","Unit 1","CO-58","6.24E-07","uCi/ml","NA","","",3/31/2016 4:21:00,3/31/2016 7:42:00,201.00,"1.14E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016020,"Byron","Unit 1","CO-60","2.43E-07","uCi/ml","NA","","",3/31/2016 4:21:00,3/31/2016 7:42:00,201.00,"1.14E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016020,"Byron","Unit 1","H-3","3.30E-01","uCi/ml","NA","","",3/31/2016 4:21:00,3/31/2016 7:42:00,201.00,"1.14E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016020,"Byron","Unit 1","NI-63","1.51E-06","uCi/ml","NA","","",3/31/2016 4:21:00,3/31/2016 7:42:00,201.00,"1.14E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016021,"Byron","Unit 1","H-3","4.45E-07","uCi/cc","NA","","",1/20/2016 15:40:00,1/20/2016 16:46:00,66.00,"1.51E+03","cfm","9.98E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016021,"Byron","Unit 1","CO-58","3.07E-07","uCi/ml","NA","","",4/6/2016 1:48:00,4/6/2016 5:03:00,195.00,"1.18E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016021,"Byron","Unit 1","CO-60","1.23E-07","uCi/ml","NA","","",4/6/2016 1:48:00,4/6/2016 5:03:00,195.00,"1.18E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016021,"Byron","Unit 1","H-3","3.97E-01","uCi/ml","NA","","",4/6/2016 1:48:00,4/6/2016 5:03:00,195.00,"1.18E+02","gpm","2.30E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
